Slow_Wave_Name,Start,End,Protocol Number,Classification,NegPeak,PosPeak,Channel,ValNegPeak
proto1_post-stim_sw51,604.23,606.07,1.0,post-stim,604.94,605.5,E22,-41.383738674181544
proto1_post-stim_sw52,629.91,631.53,1.0,post-stim,630.53,631.09,E25,-40.96932205646156
proto1_post-stim_sw53,636.65,637.86,1.0,post-stim,636.89,637.51,E25,-58.26217839008877
proto1_post-stim_sw54,681.19,682.98,1.0,post-stim,681.96,682.57,E25,-55.24579953745817
proto1_post-stim_sw55,682.98,684.59,1.0,post-stim,683.37,684.28,E25,-51.743501786063305
proto1_post-stim_sw56,699.93,701.58,1.0,post-stim,700.49,701.06,E25,-54.91033102416178
proto1_post-stim_sw57,636.66,637.87,1.0,post-stim,636.92,637.53,E26,-61.90913205781065
proto1_post-stim_sw58,681.09,682.96,1.0,post-stim,681.99,682.59,E26,-53.57544529963711
proto1_post-stim_sw59,682.96,684.59,1.0,post-stim,683.3,684.29,E26,-51.92189000651782
proto1_post-stim_sw6,630.1,631.64,1.0,post-stim,630.48,631.03,E3,-40.483469172248675
proto1_post-stim_sw60,699.95,701.69,1.0,post-stim,700.49,701.04,E26,-46.37925814589845
proto1_post-stim_sw61,604.22,606.14,1.0,post-stim,604.93,605.48,E27,-49.664759133209344
proto1_post-stim_sw62,681.61,682.93,1.0,post-stim,682.02,682.58,E28,-45.33464153296084
proto1_post-stim_sw63,636.64,637.83,1.0,post-stim,636.87,637.48,E31,-50.23256217204079
proto1_post-stim_sw64,666.29,667.42,1.0,post-stim,666.62,667.14,E31,-43.10885640408768
proto1_post-stim_sw65,681.1,682.99,1.0,post-stim,681.97,682.57,E31,-58.90331679119844
proto1_post-stim_sw66,682.99,684.63,1.0,post-stim,683.37,684.27,E31,-57.743768765818
proto1_post-stim_sw67,699.96,701.72,1.0,post-stim,700.5,701.05,E31,-50.65221531454176
proto1_post-stim_sw68,517.02,518.61,1.0,post-stim,517.35,518.34,E32,-63.40858571181748
proto1_post-stim_sw69,581.87,583.89,1.0,post-stim,583.04,583.58,E32,-41.483476180482256
proto1_post-stim_sw7,637.8,639.34,1.0,post-stim,638.16,638.64,E3,-60.1424273428719
proto1_post-stim_sw70,681.07,682.98,1.0,post-stim,681.99,682.59,E32,-61.06449313180723
proto1_post-stim_sw71,682.98,684.59,1.0,post-stim,683.32,684.3,E32,-56.81324444274869
proto1_post-stim_sw72,699.95,701.76,1.0,post-stim,700.5,701.04,E32,-50.171707367002625
proto1_post-stim_sw73,517.01,518.6,1.0,post-stim,517.32,518.34,E33,-56.22279013988724
proto1_post-stim_sw74,681.61,682.95,1.0,post-stim,682.01,682.58,E33,-57.085729878943596
proto1_post-stim_sw75,681.73,682.92,1.0,post-stim,682.06,682.58,E35,-40.27728356192777
proto1_post-stim_sw76,517.05,518.8,1.0,post-stim,517.37,518.42,E37,-70.89036366130563
proto1_post-stim_sw77,571.76,573.22,1.0,post-stim,572.25,572.89,E37,-48.466473907314764
proto1_post-stim_sw78,604.17,606.18,1.0,post-stim,604.52,605.52,E37,-40.02294290283453
proto1_post-stim_sw79,658.35,660.1,1.0,post-stim,659.34,659.81,E37,-43.469229638452596
proto1_post-stim_sw8,604.6,606.03,1.0,post-stim,604.95,605.44,E4,-61.250544614302115
proto1_post-stim_sw80,681.68,683.01,1.0,post-stim,682.02,682.6,E37,-60.02464379562298
proto1_post-stim_sw81,488.06,489.93,1.0,post-stim,488.88,489.47,E38,-42.01545207074196
proto1_post-stim_sw82,681.72,682.92,1.0,post-stim,682.02,682.56,E38,-47.50952641193836
proto1_post-stim_sw83,641.03,642.43,1.0,post-stim,641.3,642.18,E46,-46.98787328410077
proto1_post-stim_sw84,547.97,549.64,1.0,post-stim,548.71,549.28,E55,-44.459821073533206
proto1_post-stim_sw85,639.59,641.08,1.0,post-stim,639.91,640.37,E61,-47.70837556666939
proto1_post-stim_sw86,639.65,641.05,1.0,post-stim,639.93,640.36,E67,-51.92988189363564
proto1_post-stim_sw87,516.59,518.37,1.0,post-stim,516.93,518.03,E81,-48.19766870869643
proto1_post-stim_sw88,637.07,638.75,1.0,post-stim,637.41,637.97,E81,-55.205831025990946
proto1_post-stim_sw89,545.93,547.5,1.0,post-stim,546.21,546.81,E86,-49.455392722392574
proto1_post-stim_sw9,630.14,631.54,1.0,post-stim,630.47,631.06,E4,-42.586927948789636
proto1_post-stim_sw90,545.9,547.5,1.0,post-stim,546.2,546.79,E87,-54.94953656694807
proto1_post-stim_sw91,545.83,547.09,1.0,post-stim,546.17,546.74,E89,-43.64294350746573
proto1_post-stim_sw92,516.52,518.33,1.0,post-stim,516.93,517.99,E90,-45.761903880115426
proto1_post-stim_sw93,545.91,547.41,1.0,post-stim,546.19,546.79,E97,-47.62217510539479
proto1_post-stim_sw94,545.88,547.37,1.0,post-stim,546.18,546.8,E98,-59.41679184069275
proto1_post-stim_sw95,545.85,547.36,1.0,post-stim,546.17,546.79,E99,-63.83457703806137
proto1_post-stim_sw96,636.22,637.28,1.0,post-stim,636.52,636.98,E99,-45.80364401539799
proto1_post-stim_sw97,545.83,547.18,1.0,post-stim,546.16,546.77,E100,-56.24753900342828
proto1_post-stim_sw98,516.35,518.18,1.0,post-stim,516.84,517.57,E101,-41.23861680744093
proto1_post-stim_sw99,545.8,547.12,1.0,post-stim,546.15,546.77,E101,-48.45454005211832
proto2_pre-stim_sw1,795.02,796.27,2.0,pre-stim,795.47,795.97,E19,-41.535451389818085
proto2_pre-stim_sw10,815.6,817.34,2.0,pre-stim,816.49,817.0,E27,-48.91773900906762
proto2_pre-stim_sw11,815.29,817.32,2.0,pre-stim,816.52,817.0,E28,-48.11423205284358
proto2_pre-stim_sw12,815.67,817.29,2.0,pre-stim,816.54,817.01,E29,-40.4188621666687
proto2_pre-stim_sw13,815.57,817.6,2.0,pre-stim,816.39,816.96,E31,-58.61015035950557
proto2_pre-stim_sw14,815.59,817.48,2.0,pre-stim,816.42,816.98,E32,-56.7284832442825
proto2_pre-stim_sw15,815.61,817.44,2.0,pre-stim,816.44,816.99,E33,-62.360266512805836
proto2_pre-stim_sw16,815.66,817.31,2.0,pre-stim,816.52,817.01,E35,-44.206825946389856
proto2_pre-stim_sw17,815.75,817.28,2.0,pre-stim,816.55,817.01,E36,-40.49304154015955
proto2_pre-stim_sw18,799.21,800.75,2.0,pre-stim,799.55,800.26,E37,-46.615973403734145
proto2_pre-stim_sw19,815.67,817.47,2.0,pre-stim,816.43,816.98,E37,-57.466919271725416
proto2_pre-stim_sw2,815.61,817.44,2.0,pre-stim,816.43,816.99,E19,-47.8095407355796
proto2_pre-stim_sw20,874.25,875.47,2.0,pre-stim,874.62,875.1,E37,-45.654323388514285
proto2_pre-stim_sw21,815.69,817.4,2.0,pre-stim,816.46,816.99,E38,-44.75665110705356
proto2_pre-stim_sw22,815.73,817.4,2.0,pre-stim,816.44,816.97,E46,-40.43316154197515
proto2_pre-stim_sw23,906.32,908.4,2.0,pre-stim,907.31,907.86,E46,-64.7232961581027
proto2_pre-stim_sw24,779.1,780.16,2.0,pre-stim,779.37,779.83,E54,-41.6199233980327
proto2_pre-stim_sw25,779.1,780.14,2.0,pre-stim,779.37,779.83,E61,-51.5286371925351
proto2_pre-stim_sw26,779.11,780.16,2.0,pre-stim,779.38,779.84,E62,-47.64351010564349
proto2_pre-stim_sw27,779.09,780.16,2.0,pre-stim,779.38,779.84,E63,-43.21877625905427
proto2_pre-stim_sw28,779.12,780.15,2.0,pre-stim,779.4,779.86,E67,-62.87061074512644
proto2_pre-stim_sw29,857.92,859.1,2.0,pre-stim,858.24,858.75,E71,-40.38209091423769
proto2_pre-stim_sw3,815.34,817.3,2.0,pre-stim,816.51,817.0,E21,-41.379865971678186
proto2_pre-stim_sw30,857.92,859.1,2.0,pre-stim,858.23,858.72,E75,-49.7135770052193
proto2_pre-stim_sw31,857.87,859.13,2.0,pre-stim,858.21,858.73,E76,-48.646728642053766
proto2_pre-stim_sw32,857.91,859.13,2.0,pre-stim,858.22,858.73,E84,-52.07564346395553
proto2_pre-stim_sw33,816.71,818.24,2.0,pre-stim,817.03,817.58,E152,-56.844499882183754
proto2_pre-stim_sw34,816.73,817.77,2.0,pre-stim,817.02,817.5,E170,-47.481228395164834
proto2_pre-stim_sw35,837.72,839.27,2.0,pre-stim,838.08,838.82,E170,-49.20332896827219
proto2_pre-stim_sw36,778.18,779.76,2.0,pre-stim,778.97,779.46,E215,-40.97277389864267
proto2_pre-stim_sw37,779.14,780.14,2.0,pre-stim,779.41,779.86,E241,-56.959114874418376
proto2_pre-stim_sw38,779.14,780.21,2.0,pre-stim,779.42,779.88,E242,-56.626982190895696
proto2_pre-stim_sw39,779.14,780.16,2.0,pre-stim,779.43,779.88,E243,-64.99202435755278
proto2_pre-stim_sw4,836.5,838.42,2.0,pre-stim,837.49,838.02,E21,-44.35598434266818
proto2_pre-stim_sw40,779.15,780.16,2.0,pre-stim,779.41,779.86,E244,-55.7702361740056
proto2_pre-stim_sw41,779.14,780.19,2.0,pre-stim,779.41,779.87,E245,-59.37270883595501
proto2_pre-stim_sw42,779.11,780.18,2.0,pre-stim,779.4,779.86,E248,-57.604327501117695
proto2_pre-stim_sw43,779.12,780.19,2.0,pre-stim,779.4,779.86,E249,-60.339902735659905
proto2_pre-stim_sw44,779.16,780.15,2.0,pre-stim,779.43,779.87,E250,-61.08470090407873
proto2_pre-stim_sw45,779.13,780.17,2.0,pre-stim,779.39,779.85,E252,-51.21270451963889
proto2_pre-stim_sw46,779.11,780.13,2.0,pre-stim,779.39,779.84,E253,-57.80716743695824
proto2_pre-stim_sw5,795.04,796.31,2.0,pre-stim,795.49,795.99,E25,-42.19011780086222
proto2_pre-stim_sw6,815.58,817.5,2.0,pre-stim,816.39,816.98,E25,-56.14804224325495
proto2_pre-stim_sw7,973.5,975.27,2.0,pre-stim,973.73,974.9,E25,-49.586377876990056
proto2_pre-stim_sw8,794.99,796.26,2.0,pre-stim,795.47,795.97,E26,-45.68039934978994
proto2_pre-stim_sw9,815.58,817.41,2.0,pre-stim,816.45,816.99,E26,-54.030802504718565
proto2_early-stim_sw1,1065.19,1066.67,2.0,early-stim,1065.51,1066.29,E5,-43.45918446899735
proto2_early-stim_sw10,1022.39,1023.82,2.0,early-stim,1022.82,1023.51,E25,-41.18755337497448
proto2_early-stim_sw11,1063.72,1065.41,2.0,early-stim,1064.43,1065.03,E25,-41.24986080515583
proto2_early-stim_sw12,1065.3,1066.67,2.0,early-stim,1065.59,1066.37,E29,-47.698585371173536
proto2_early-stim_sw13,1022.4,1023.82,2.0,early-stim,1022.85,1023.52,E31,-45.41328099568853
proto2_early-stim_sw14,1063.76,1065.48,2.0,early-stim,1064.47,1065.08,E31,-45.427504806101226
proto2_early-stim_sw15,1083.26,1084.27,2.0,early-stim,1083.55,1083.99,E31,-44.13182593940328
proto2_early-stim_sw16,1056.5,1058.15,2.0,early-stim,1056.83,1057.57,E32,-49.50087752011308
proto2_early-stim_sw17,1063.77,1065.44,2.0,early-stim,1064.51,1065.09,E32,-46.21792281655143
proto2_early-stim_sw18,1083.28,1084.31,2.0,early-stim,1083.55,1084.0,E32,-46.064883255421805
proto2_early-stim_sw19,1035.76,1037.36,2.0,early-stim,1036.08,1037.09,E37,-41.993642480879544
proto2_early-stim_sw2,1065.17,1066.82,2.0,early-stim,1065.47,1066.32,E6,-47.625794176163296
proto2_early-stim_sw20,1056.49,1058.14,2.0,early-stim,1056.82,1057.6,E37,-49.99242631226993
proto2_early-stim_sw21,1063.8,1065.5,2.0,early-stim,1064.58,1065.13,E37,-42.75184930606159
proto2_early-stim_sw22,1073.46,1074.5,2.0,early-stim,1073.73,1074.21,E37,-40.68141252750122
proto2_early-stim_sw23,1083.27,1084.35,2.0,early-stim,1083.55,1084.01,E37,-53.34370805155261
proto2_early-stim_sw24,1056.45,1058.17,2.0,early-stim,1056.82,1057.62,E38,-45.78108827605318
proto2_early-stim_sw25,1056.46,1058.19,2.0,early-stim,1056.82,1057.61,E46,-40.26021835634785
proto2_early-stim_sw26,1065.53,1067.66,2.0,early-stim,1066.09,1067.23,E46,-45.56273917058492
proto2_early-stim_sw27,1065.49,1067.57,2.0,early-stim,1066.05,1067.21,E47,-40.09720177798165
proto2_early-stim_sw28,1064.53,1066.03,2.0,early-stim,1064.9,1065.71,E84,-47.57872327304812
proto2_early-stim_sw29,1064.61,1066.09,2.0,early-stim,1064.98,1065.74,E96,-48.45446149481966
proto2_early-stim_sw3,1065.18,1067.04,2.0,early-stim,1065.48,1066.37,E7,-41.33868010987587
proto2_early-stim_sw30,1064.65,1066.12,2.0,early-stim,1065.0,1065.79,E97,-53.677759918103035
proto2_early-stim_sw31,1064.68,1066.15,2.0,early-stim,1065.01,1065.85,E98,-48.840472917891425
proto2_early-stim_sw32,1045.31,1046.91,2.0,early-stim,1045.63,1046.55,E99,-54.097292875430675
proto2_early-stim_sw33,1045.28,1046.84,2.0,early-stim,1045.61,1046.5,E101,-59.399578312922785
proto2_early-stim_sw34,1064.65,1066.09,2.0,early-stim,1065.04,1065.71,E105,-50.96833565067062
proto2_early-stim_sw35,1064.65,1066.09,2.0,early-stim,1065.03,1065.71,E106,-50.52515704254741
proto2_early-stim_sw36,1064.65,1066.16,2.0,early-stim,1065.0,1065.87,E109,-48.252213934194664
proto2_early-stim_sw37,1045.29,1046.9,2.0,early-stim,1045.61,1046.19,E110,-63.07947134232465
proto2_early-stim_sw38,1064.65,1066.17,2.0,early-stim,1064.98,1065.9,E110,-41.16395487797736
proto2_early-stim_sw39,1064.63,1066.1,2.0,early-stim,1065.04,1065.72,E113,-51.406296599358576
proto2_early-stim_sw4,1065.22,1066.64,2.0,early-stim,1065.54,1066.3,E13,-45.57797955613796
proto2_early-stim_sw40,1064.63,1066.1,2.0,early-stim,1065.04,1065.72,E114,-52.63770151322693
proto2_early-stim_sw41,1064.66,1066.12,2.0,early-stim,1065.05,1065.74,E115,-55.975597951484474
proto2_early-stim_sw42,1064.65,1066.14,2.0,early-stim,1065.04,1065.78,E116,-55.70435056771984
proto2_early-stim_sw43,1064.64,1066.15,2.0,early-stim,1065.0,1065.85,E117,-48.05449580808536
proto2_early-stim_sw44,1064.64,1066.15,2.0,early-stim,1065.0,1065.85,E118,-48.60462085874069
proto2_early-stim_sw45,1045.27,1046.88,2.0,early-stim,1045.59,1046.13,E119,-66.46615694141673
proto2_early-stim_sw46,1064.64,1066.17,2.0,early-stim,1064.99,1065.86,E119,-47.460828560008906
proto2_early-stim_sw47,1064.69,1066.06,2.0,early-stim,1065.06,1065.67,E121,-52.75231602532826
proto2_early-stim_sw48,1064.69,1066.06,2.0,early-stim,1065.06,1065.66,E122,-52.91214614812553
proto2_early-stim_sw49,1064.65,1066.13,2.0,early-stim,1065.05,1065.74,E123,-56.25981172046359
proto2_early-stim_sw5,1065.22,1066.72,2.0,early-stim,1065.53,1066.32,E14,-50.08831397075603
proto2_early-stim_sw50,1064.65,1066.13,2.0,early-stim,1065.05,1065.74,E124,-55.654565050050024
proto2_early-stim_sw51,1064.64,1066.16,2.0,early-stim,1065.04,1065.81,E125,-57.77341956773242
proto2_early-stim_sw52,1064.65,1066.15,2.0,early-stim,1065.03,1065.83,E126,-53.91471189862039
proto2_early-stim_sw53,1064.65,1066.15,2.0,early-stim,1065.03,1065.83,E127,-49.82234155282077
proto2_early-stim_sw54,1045.25,1046.84,2.0,early-stim,1045.59,1046.14,E128,-62.01150854741509
proto2_early-stim_sw55,1064.69,1066.07,2.0,early-stim,1065.06,1065.67,E134,-53.40754448450743
proto2_early-stim_sw56,1064.68,1066.12,2.0,early-stim,1065.07,1065.73,E136,-55.21138460307067
proto2_early-stim_sw57,1064.67,1066.14,2.0,early-stim,1065.07,1065.76,E137,-56.51307252230759
proto2_early-stim_sw58,1064.66,1066.15,2.0,early-stim,1065.04,1065.82,E138,-51.46701791064338
proto2_early-stim_sw59,1064.66,1066.15,2.0,early-stim,1065.03,1065.82,E139,-51.061754685404935
proto2_early-stim_sw6,1065.22,1067.05,2.0,early-stim,1065.55,1066.37,E16,-42.92230007669353
proto2_early-stim_sw60,1045.23,1046.8,2.0,early-stim,1045.57,1046.1,E140,-53.18686452151615
proto2_early-stim_sw61,1064.67,1066.15,2.0,early-stim,1065.04,1065.84,E140,-45.68727504289871
proto2_early-stim_sw62,1064.66,1066.12,2.0,early-stim,1065.07,1065.72,E146,-54.59001528659782
proto2_early-stim_sw63,1064.67,1066.14,2.0,early-stim,1065.07,1065.76,E148,-56.400556375222465
proto2_early-stim_sw64,1064.68,1066.14,2.0,early-stim,1065.07,1065.77,E149,-55.776504524003826
proto2_early-stim_sw65,1064.68,1066.13,2.0,early-stim,1065.06,1065.78,E150,-53.492493876851185
proto2_early-stim_sw66,1064.69,1066.13,2.0,early-stim,1065.07,1065.73,E157,-53.385733229646405
proto2_early-stim_sw67,1064.68,1066.13,2.0,early-stim,1065.07,1065.74,E158,-54.61417971161644
proto2_early-stim_sw68,1064.69,1066.12,2.0,early-stim,1065.08,1065.76,E159,-52.0033310072492
proto2_early-stim_sw69,1064.69,1066.13,2.0,early-stim,1065.07,1065.72,E166,-54.634721556769605
proto2_early-stim_sw7,1065.27,1066.66,2.0,early-stim,1065.57,1066.34,E21,-50.242050817602156
proto2_early-stim_sw70,1064.68,1066.13,2.0,early-stim,1065.08,1065.73,E167,-51.205780920076776
proto2_early-stim_sw71,1064.68,1066.13,2.0,early-stim,1065.07,1065.74,E168,-50.787181554168015
proto2_early-stim_sw8,1065.26,1066.68,2.0,early-stim,1065.56,1066.35,E22,-51.38995308232772
proto2_early-stim_sw9,1065.26,1066.73,2.0,early-stim,1065.57,1066.37,E23,-45.33727308942959
proto2_late-stim_sw1,1176.58,1178.23,2.0,late-stim,1176.94,1177.58,E8,-40.60628914900048
proto2_late-stim_sw10,1180.44,1181.48,2.0,late-stim,1180.7,1181.17,E18,-42.91699311143711
proto2_late-stim_sw11,1164.07,1166.24,2.0,late-stim,1164.83,1165.82,E19,-42.530363374644864
proto2_late-stim_sw12,1168.14,1169.62,2.0,late-stim,1168.82,1169.33,E19,-50.037354256667285
proto2_late-stim_sw13,1180.43,1181.48,2.0,late-stim,1180.69,1181.16,E19,-44.967510050538486
proto2_late-stim_sw14,1156.19,1157.19,2.0,late-stim,1156.49,1156.94,E25,-42.85322475214858
proto2_late-stim_sw15,1168.16,1169.66,2.0,late-stim,1168.85,1169.35,E25,-57.49377828446821
proto2_late-stim_sw16,1180.44,1181.52,2.0,late-stim,1180.7,1181.17,E25,-48.623918363462735
proto2_late-stim_sw17,1115.84,1117.81,2.0,late-stim,1116.8,1117.34,E26,-43.66602120757646
proto2_late-stim_sw18,1168.11,1169.65,2.0,late-stim,1168.83,1169.34,E26,-52.622400179308016
proto2_late-stim_sw19,1180.45,1181.5,2.0,late-stim,1180.7,1181.16,E26,-46.53331486234093
proto2_late-stim_sw2,1162.6,1164.09,2.0,late-stim,1162.82,1163.8,E10,-46.62221316102854
proto2_late-stim_sw20,1115.7,1117.67,2.0,late-stim,1116.8,1117.31,E27,-40.05922575141354
proto2_late-stim_sw21,1121.51,1123.22,2.0,late-stim,1121.94,1122.9,E31,-56.26446119318083
proto2_late-stim_sw22,1168.24,1169.67,2.0,late-stim,1168.86,1169.35,E31,-61.5057212934614
proto2_late-stim_sw23,1180.46,1181.5,2.0,late-stim,1180.71,1181.17,E31,-44.75367292890564
proto2_late-stim_sw24,1115.8,1117.98,2.0,late-stim,1116.82,1117.39,E32,-41.18785757117034
proto2_late-stim_sw25,1121.51,1123.25,2.0,late-stim,1121.94,1122.91,E32,-54.32686313465376
proto2_late-stim_sw26,1168.13,1169.66,2.0,late-stim,1168.85,1169.35,E32,-61.55337394838275
proto2_late-stim_sw27,1180.47,1181.52,2.0,late-stim,1180.71,1181.17,E32,-45.57423677349259
proto2_late-stim_sw28,1115.91,1117.99,2.0,late-stim,1116.81,1117.36,E33,-41.187121989215825
proto2_late-stim_sw29,1168.09,1169.65,2.0,late-stim,1168.84,1169.34,E33,-44.77680246752998
proto2_late-stim_sw3,1168.32,1169.64,2.0,late-stim,1168.86,1169.37,E10,-48.702682225666166
proto2_late-stim_sw30,1180.45,1181.52,2.0,late-stim,1180.71,1181.17,E33,-46.24526642898621
proto2_late-stim_sw31,1121.58,1123.27,2.0,late-stim,1121.94,1122.92,E37,-54.124204578284406
proto2_late-stim_sw32,1151.07,1152.37,2.0,late-stim,1151.48,1152.09,E37,-40.93153424620953
proto2_late-stim_sw33,1168.1,1169.65,2.0,late-stim,1168.85,1169.34,E37,-44.107815449078146
proto2_late-stim_sw34,1180.48,1181.53,2.0,late-stim,1180.72,1181.18,E37,-42.07458924362007
proto2_late-stim_sw35,1121.52,1123.32,2.0,late-stim,1121.92,1122.99,E38,-43.71590390904056
proto2_late-stim_sw36,1176.59,1178.2,2.0,late-stim,1176.93,1177.59,E81,-53.353388429289915
proto2_late-stim_sw37,1176.58,1178.18,2.0,late-stim,1176.91,1177.61,E90,-52.792567400844376
proto2_late-stim_sw38,1120.53,1122.32,2.0,late-stim,1120.96,1121.97,E99,-52.89366769235504
proto2_late-stim_sw39,1120.47,1122.37,2.0,late-stim,1121.02,1122.05,E101,-43.64892719824294
proto2_late-stim_sw4,1202.28,1203.38,2.0,late-stim,1202.55,1203.1,E10,-62.81053098079846
proto2_late-stim_sw40,1176.58,1178.05,2.0,late-stim,1176.91,1177.66,E101,-47.83504029825803
proto2_late-stim_sw41,1120.56,1122.31,2.0,late-stim,1120.9,1121.94,E126,-52.542164853273825
proto2_late-stim_sw42,1120.54,1122.31,2.0,late-stim,1120.9,1121.96,E127,-50.29720701633145
proto2_late-stim_sw43,1120.5,1122.35,2.0,late-stim,1120.93,1122.02,E128,-49.06727505804717
proto2_late-stim_sw44,1176.62,1177.99,2.0,late-stim,1176.94,1177.65,E128,-44.31259271413319
proto2_late-stim_sw45,1176.6,1178.08,2.0,late-stim,1176.92,1177.64,E129,-51.62013364913017
proto2_late-stim_sw46,1176.6,1178.21,2.0,late-stim,1176.93,1177.62,E130,-54.054122074659716
proto2_late-stim_sw47,1176.59,1178.23,2.0,late-stim,1176.92,1177.6,E131,-56.943698760030394
proto2_late-stim_sw48,1176.59,1178.21,2.0,late-stim,1176.93,1177.58,E132,-57.010887441626835
proto2_late-stim_sw49,1120.55,1122.29,2.0,late-stim,1120.89,1121.93,E138,-49.608437208314896
proto2_late-stim_sw5,1168.2,1169.63,2.0,late-stim,1168.82,1169.34,E11,-43.79083462001463
proto2_late-stim_sw50,1120.55,1122.3,2.0,late-stim,1120.89,1121.95,E139,-49.91900014847285
proto2_late-stim_sw51,1120.54,1122.33,2.0,late-stim,1120.91,1121.99,E140,-50.88980662478248
proto2_late-stim_sw52,1120.53,1122.35,2.0,late-stim,1120.92,1122.01,E141,-47.90767383919638
proto2_late-stim_sw53,1176.63,1178.08,2.0,late-stim,1176.96,1177.63,E141,-44.878055817757684
proto2_late-stim_sw54,1120.57,1122.26,2.0,late-stim,1120.88,1121.91,E150,-46.89486304732125
proto2_late-stim_sw55,1120.56,1122.33,2.0,late-stim,1120.91,1121.97,E152,-46.01381766456402
proto2_late-stim_sw56,1176.57,1178.19,2.0,late-stim,1176.92,1177.56,E186,-50.62896488117599
proto2_late-stim_sw6,1168.12,1169.62,2.0,late-stim,1168.8,1169.33,E12,-41.925492342682624
proto2_late-stim_sw7,1162.59,1164.1,2.0,late-stim,1162.81,1163.78,E18,-42.749557627602755
proto2_late-stim_sw8,1164.1,1166.28,2.0,late-stim,1164.83,1165.85,E18,-46.72285624230015
proto2_late-stim_sw9,1168.3,1169.63,2.0,late-stim,1168.84,1169.35,E18,-53.959159615425015
proto2_post-stim_sw1,1209.77,1211.14,2.0,post-stim,1210.18,1210.79,E1,-50.27156613300626
proto2_post-stim_sw10,1212.88,1214.52,2.0,post-stim,1213.6,1214.13,E3,-43.872404147656766
proto2_post-stim_sw100,1222.51,1223.92,2.0,post-stim,1222.91,1223.54,E23,-66.78859583085296
proto2_post-stim_sw101,1238.08,1239.52,2.0,post-stim,1238.38,1239.09,E23,-54.63797120375032
proto2_post-stim_sw102,1213.12,1214.47,2.0,post-stim,1213.52,1214.11,E24,-43.51904048949436
proto2_post-stim_sw103,1222.49,1224.12,2.0,post-stim,1222.91,1223.53,E24,-54.24789851243217
proto2_post-stim_sw104,1208.24,1210.13,2.0,post-stim,1208.6,1209.49,E25,-87.34212949820076
proto2_post-stim_sw105,1210.13,1211.41,2.0,post-stim,1210.48,1211.16,E25,-44.88918967305756
proto2_post-stim_sw106,1211.41,1212.31,2.0,post-stim,1211.64,1212.07,E25,-52.307654436701156
proto2_post-stim_sw107,1212.88,1214.57,2.0,post-stim,1213.58,1214.15,E25,-42.316541168876256
proto2_post-stim_sw108,1214.57,1215.63,2.0,post-stim,1214.89,1215.37,E25,-65.58178924737639
proto2_post-stim_sw109,1216.72,1218.51,2.0,post-stim,1217.43,1218.0,E25,-43.68407208596272
proto2_post-stim_sw11,1217.06,1218.44,2.0,post-stim,1217.42,1217.93,E3,-49.83630191036705
proto2_post-stim_sw110,1218.51,1220.19,2.0,post-stim,1218.81,1219.9,E25,-51.79396566725428
